year,month,day,hour,PM2.5,CO,O3,TEMP,WSPM,PRES
2016,9,30,7,101.0,900.0,12.0,10.7,0.7,1009.6
2016,9,30,8,100.0,1200.0,7.0,13.7,0.9,1009.8
2016,9,30,9,99.0,1000.0,8.0,16.0,1.0,1009.9
2016,9,30,10,98.0,1000.0,20.0,18.3,1.1,1009.5
2016,9,30,11,97.0,800.0,66.0,20.3,1.6,1008.8
2016,9,30,12,96.0,800.0,79.0,21.6,0.8,1008.0
2016,9,30,13,95.0,900.0,86.0,22.8,1.7,1007.1
2016,9,30,14,120.0,900.0,124.0,23.1,1.2,1006.1
2016,9,30,15,113.0,900.0,170.0,23.5,2.6,1005.6
2016,9,30,16,108.0,900.0,189.0,23.1,2.3,1005.4
2016,9,30,17,105.0,900.0,187.0,22.3,2.3,1005.5
2016,9,30,18,109.0,1100.0,152.0,19.5,1.2,1005.4
2016,9,30,19,137.0,1300.0,103.0,17.3,1.2,1005.7
2016,9,30,20,151.0,1500.0,66.0,16.1,0.7,1006.1
2016,9,30,21,156.0,1600.0,43.0,16.6,0.6,1006.2
2016,9,30,22,153.0,1500.0,26.0,16.2,0.9,1006.7
2016,9,30,23,153.0,1500.0,21.0,15.1,0.9,1006.4
2016,10,1,0,155.0,1600.0,17.0,14.7,0.5,1006.2
2016,10,1,1,159.0,1500.0,7.0,15.0,1.2,1006.5
2016,10,1,2,157.0,1600.0,3.0,15.5,2.7,1007.3
2016,10,1,3,149.0,1100.0,4.0,16.5,1.9,1007.5
2016,10,1,4,160.0,900.0,10.0,14.3,1.1,1007.4
2016,10,1,5,152.0,1200.0,11.0,13.5,1.3,1007.4
2016,10,1,6,160.0,1400.0,11.0,14.0,0.7,1007.3
2016,10,1,7,160.0,1400.0,6.0,13.8,0.4,1007.5
2016,10,1,8,152.0,1400.0,13.0,15.9,0.6,1007.8
2016,10,1,9,169.0,1500.0,20.0,18.1,0.7,1008.1
2016,10,1,10,192.0,1600.0,43.0,20.0,1.2,1008.0
2016,10,1,11,194.0,1500.0,82.0,21.3,1.1,1007.4
2016,10,1,12,197.0,1600.0,118.0,22.5,1.2,1006.8
2016,10,1,13,183.0,1400.0,144.0,23.9,1.9,1006.1
2016,10,1,14,169.0,1200.0,154.0,24.6,2.4,1005.7
2016,10,1,15,184.0,1400.0,151.0,23.8,2.8,1005.9
2016,10,1,16,203.0,1700.0,120.0,23.3,2.2,1005.7
2016,10,1,17,193.0,1400.0,112.0,22.5,1.9,1005.9
2016,10,1,18,191.0,1400.0,90.0,20.2,0.6,1006.1
2016,10,1,19,215.0,1800.0,43.0,18.6,0.6,1006.7
2016,10,1,20,242.0,2200.0,9.0,17.3,0.6,1007.2
2016,10,1,21,223.0,2200.0,6.0,16.8,0.4,1007.7
2016,10,1,22,221.0,1900.0,8.0,17.0,0.6,1007.9
2016,10,1,23,224.0,1900.0,16.0,17.0,0.4,1008.2
2016,10,2,0,229.0,1800.0,18.0,16.6,0.7,1008.2
2016,10,2,1,229.0,1800.0,31.0,16.3,0.5,1008.1
2016,10,2,2,233.0,2000.0,18.0,15.1,0.9,1007.7
2016,10,2,3,221.0,1700.0,30.0,14.6,0.6,1007.7
2016,10,2,4,220.0,1500.0,39.0,14.3,0.6,1007.2
2016,10,2,5,223.0,1600.0,42.0,13.9,0.7,1007.0
2016,10,2,6,222.0,1500.0,48.0,13.8,0.3,1006.9
2016,10,2,7,218.0,1700.0,16.0,14.3,0.4,1007.1
2016,10,2,8,229.0,1900.0,5.0,16.1,0.8,1007.4
2016,10,2,9,223.0,1600.0,15.0,17.7,1.5,1007.4
2016,10,2,10,239.0,1800.0,7.0,17.6,1.2,1007.2
2016,10,2,11,225.0,1500.0,45.0,19.6,2.0,1006.4
2016,10,2,12,214.0,1500.0,64.0,21.6,1.9,1006.0
2016,10,2,13,215.0,1400.0,95.0,22.7,1.4,1004.9
2016,10,2,14,192.0,1300.0,110.0,23.7,1.5,1004.0
2016,10,2,15,191.0,1300.0,118.0,24.4,1.7,1003.4
2016,10,2,16,181.0,1300.0,130.0,24.3,2.3,1002.7
2016,10,2,17,162.0,1200.0,126.0,23.7,2.0,1002.5
2016,10,2,18,168.0,1300.0,108.0,21.4,0.7,1002.4
2016,10,2,19,182.0,1300.0,75.0,19.7,1.2,1002.4
2016,10,2,20,206.0,1700.0,46.0,19.1,0.2,1002.2
2016,10,2,21,225.0,1600.0,24.0,19.1,0.1,1002.1
2016,10,2,22,228.0,1500.0,16.0,19.3,0.8,1001.8
2016,10,2,23,222.0,1500.0,14.0,19.3,0.4,1001.6
2016,10,3,0,218.0,1700.0,13.0,18.4,0.2,1001.6
2016,10,3,1,162.0,1200.0,2.0,17.7,0.8,1001.5
2016,10,3,2,166.0,1100.0,2.0,17.1,0.2,1001.4
2016,10,3,3,213.0,1200.0,2.0,16.2,0.2,1001.0
2016,10,3,4,228.0,1000.0,3.0,15.8,0.3,1001.7
2016,10,3,5,187.0,1200.0,10.0,15.7,0.7,1001.7
2016,10,3,6,186.0,1300.0,8.0,15.6,0.5,1002.4
2016,10,3,7,189.0,1400.0,3.0,16.2,0.4,1002.6
2016,10,3,8,192.0,1400.0,9.0,17.6,0.8,1003.2
2016,10,3,9,164.0,1300.0,15.0,19.6,0.6,1003.5
2016,10,3,10,173.0,1300.0,31.0,21.9,0.4,1003.7
2016,10,3,11,212.0,1400.0,67.0,24.4,1.2,1003.7
2016,10,3,12,196.0,1200.0,108.0,26.0,2.1,1003.7
2016,10,3,13,158.0,1100.0,122.0,27.0,2.1,1002.9
2016,10,3,14,122.0,1000.0,133.0,27.6,1.7,1002.6
2016,10,3,15,94.0,800.0,136.0,28.2,0.8,1002.7
2016,10,3,16,87.0,800.0,137.0,26.6,1.0,1003.1
2016,10,3,17,67.0,700.0,118.0,23.9,1.0,1003.1
2016,10,3,18,100.0,1200.0,80.0,21.6,0.8,1004.0
2016,10,3,19,128.0,1800.0,29.0,20.0,1.0,1004.7
2016,10,3,20,131.0,1900.0,11.0,18.6,0.8,1005.4
2016,10,3,21,121.0,1500.0,7.0,17.7,0.5,1006.0
2016,10,3,22,132.0,1400.0,8.0,18.1,0.6,1006.4
2016,10,3,23,125.0,1300.0,8.0,21.3,2.2,1007.1
2016,10,4,0,193.0,1400.0,56.0,21.3,2.9,1007.4
2016,10,4,1,58.0,700.0,58.0,19.0,2.1,1007.8
2016,10,4,2,19.0,400.0,46.0,19.3,2.0,1008.1
2016,10,4,3,11.0,400.0,44.0,18.2,1.4,1008.0
2016,10,4,4,16.0,400.0,41.0,18.3,1.6,1008.1
2016,10,4,5,18.0,400.0,39.0,17.8,2.4,1008.6
2016,10,4,6,15.0,600.0,36.0,17.3,1.1,1008.9
2016,10,4,7,24.0,700.0,27.0,15.6,3.0,1009.2
2016,10,4,8,20.0,900.0,15.0,15.5,1.1,1009.1
2016,10,4,9,23.0,800.0,16.0,15.1,1.2,1008.7
2016,10,4,10,27.0,800.0,9.0,15.5,1.5,1008.6
2016,10,4,11,35.0,900.0,9.0,15.3,2.2,1007.8
2016,10,4,12,32.0,900.0,10.0,14.7,2.2,1007.1
2016,10,4,13,36.0,900.0,11.0,14.7,2.1,1006.2
2016,10,4,14,37.0,900.0,10.0,14.3,2.0,1005.3
2016,10,4,15,37.0,900.0,5.0,14.3,2.0,1005.6
2016,10,4,16,35.0,1100.0,2.0,14.3,4.5,1005.7
2016,10,4,17,33.0,1100.0,8.0,14.3,2.4,1005.8
2016,10,4,18,38.0,1300.0,2.0,14.7,2.7,1006.4
2016,10,4,19,34.0,1100.0,2.0,15.1,1.5,1007.2
2016,10,4,20,32.0,1200.0,2.0,15.2,1.0,1008.2
2016,10,4,21,37.0,1300.0,2.0,15.3,1.4,1008.3
2016,10,4,22,40.0,1300.0,2.0,14.8,1.1,1008.6
2016,10,4,23,37.0,1200.0,2.0,14.3,0.6,1008.9
2016,10,5,0,27.0,1100.0,2.0,13.8,1.0,1008.9
2016,10,5,1,30.0,1000.0,3.0,13.9,1.4,1009.0
2016,10,5,2,27.0,1400.0,2.0,12.4,0.7,1009.3
2016,10,5,3,25.0,1100.0,2.0,11.8,1.0,1009.4
2016,10,5,4,41.0,800.0,2.0,11.2,0.5,1009.8
2016,10,5,5,24.0,900.0,2.0,11.0,1.0,1010.2
2016,10,5,6,19.0,900.0,2.0,12.2,0.6,1010.5
2016,10,5,7,32.0,1100.0,2.0,13.7,0.8,1010.5
2016,10,5,8,42.0,1100.0,2.0,14.5,1.3,1011.2
2016,10,5,9,53.0,1100.0,5.0,15.3,2.8,1011.7
2016,10,5,10,53.0,1000.0,15.0,16.0,1.9,1011.7
2016,10,5,11,52.0,1100.0,38.0,17.7,3.7,1011.2
2016,10,5,12,57.0,1100.0,43.0,18.4,3.7,1010.5
2016,10,5,13,56.0,1000.0,97.0,19.4,3.3,1009.9
2016,10,5,14,59.0,900.0,85.0,20.1,3.3,1009.8
2016,10,5,15,57.0,900.0,72.0,20.1,2.8,1009.7
2016,10,5,16,61.0,900.0,70.0,20.3,1.7,1009.7
2016,10,5,17,65.0,1000.0,61.0,20.0,1.8,1010.1
2016,10,5,18,76.0,1100.0,54.0,19.2,1.9,1010.6
2016,10,5,19,92.0,1300.0,29.0,17.6,1.4,1011.4
2016,10,5,20,99.0,1500.0,7.0,16.4,0.9,1012.2
2016,10,5,21,99.0,1600.0,4.0,15.5,0.7,1013.3
2016,10,5,22,90.0,1500.0,2.0,15.0,0.4,1014.0
2016,10,5,23,95.0,1400.0,2.0,13.7,0.6,1014.6
2016,10,6,0,95.0,1400.0,2.0,14.8,2.0,1014.9
2016,10,6,1,98.0,1400.0,2.0,14.3,1.4,1015.2
2016,10,6,2,96.0,1400.0,2.0,14.4,0.8,1015.7
2016,10,6,3,81.0,1400.0,2.0,15.2,1.2,1016.1
2016,10,6,4,85.0,1200.0,2.0,15.6,1.7,1016.6
2016,10,6,5,93.0,1400.0,2.0,15.7,1.6,1017.0
2016,10,6,6,94.0,1400.0,2.0,15.6,1.4,1017.6
2016,10,6,7,95.0,1600.0,2.0,15.7,1.7,1018.2
2016,10,6,8,95.0,1800.0,2.0,15.7,1.6,1019.0
2016,10,6,9,100.0,2300.0,2.0,15.7,0.4,1019.3
2016,10,6,10,113.0,2500.0,2.0,15.7,0.9,1019.3
2016,10,6,11,117.0,2600.0,2.0,15.3,1.1,1018.8
2016,10,6,12,99.0,2000.0,2.0,15.4,1.2,1018.5
2016,10,6,13,83.0,1600.0,2.0,15.2,1.1,1018.1
2016,10,6,14,79.0,1600.0,5.0,15.7,1.6,1017.0
2016,10,6,15,76.0,1600.0,4.0,16.0,1.5,1016.9
2016,10,6,16,68.0,1500.0,4.0,15.8,2.5,1016.8
2016,10,6,17,66.0,1500.0,2.0,15.8,2.6,1016.6
2016,10,6,18,68.0,1600.0,2.0,15.5,2.9,1016.5
2016,10,6,19,69.0,2000.0,2.0,14.5,3.3,1016.2
2016,10,6,20,66.0,2100.0,2.0,14.4,2.4,1017.3
2016,10,6,21,67.0,2000.0,2.0,14.3,0.8,1017.1
2016,10,6,22,60.0,1700.0,2.0,14.8,1.0,1016.6
2016,10,6,23,52.0,1000.0,8.0,15.0,1.9,1016.9
2016,10,7,0,50.0,800.0,19.0,14.5,2.8,1016.0
2016,10,7,1,42.0,700.0,24.0,14.0,2.0,1015.8
2016,10,7,2,40.0,600.0,12.0,13.7,0.7,1015.2
2016,10,7,3,32.0,500.0,19.0,13.5,2.0,1014.8
2016,10,7,4,26.0,500.0,16.0,13.3,1.1,1013.8
2016,10,7,5,41.0,1000.0,15.0,13.1,2.6,1013.7
2016,10,7,6,36.0,1100.0,14.0,13.0,0.9,1013.3
2016,10,7,7,38.0,1400.0,4.0,12.4,1.7,1012.6
2016,10,7,8,38.0,2000.0,2.0,12.4,0.7,1012.7
2016,10,7,9,34.0,2200.0,2.0,12.6,0.3,1012.9
2016,10,7,10,35.0,2300.0,3.0,12.8,0.9,1012.7
2016,10,7,11,39.0,2200.0,5.0,13.3,0.9,1011.7
2016,10,7,12,48.0,2300.0,5.0,13.4,0.7,1011.0
2016,10,7,13,44.0,2200.0,5.0,13.6,0.8,1009.9
2016,10,7,14,40.0,2100.0,5.0,13.7,1.4,1008.5
2016,10,7,15,43.0,2000.0,8.0,14.2,2.1,1008.3
2016,10,7,16,40.0,1700.0,11.0,14.8,1.2,1008.2
2016,10,7,17,38.0,1600.0,11.0,14.0,1.5,1008.8
2016,10,7,18,41.0,1900.0,2.0,13.9,1.1,1009.2
2016,10,7,19,50.0,1800.0,2.0,13.3,1.0,1009.6
2016,10,7,20,50.0,1900.0,2.0,12.9,0.7,1010.1
2016,10,7,21,34.0,1200.0,17.0,15.0,3.8,1010.9
2016,10,7,22,6.0,400.0,36.0,14.7,2.6,1011.5
2016,10,7,23,21.0,700.0,22.0,10.4,1.0,1011.8
2016,10,8,0,29.0,700.0,20.0,10.6,1.1,1011.9
2016,10,8,1,9.0,300.0,39.0,13.8,2.3,1012.0
2016,10,8,2,5.0,300.0,45.0,14.3,4.6,1012.2
2016,10,8,3,3.0,400.0,41.0,13.4,5.5,1012.2
2016,10,8,4,11.0,400.0,39.0,12.4,5.4,1012.8
2016,10,8,5,8.0,300.0,43.0,9.9,1.0,1013.7
2016,10,8,6,7.0,300.0,43.0,7.0,0.5,1014.3
2016,10,8,7,7.0,500.0,31.0,7.7,1.7,1015.0
2016,10,8,8,5.0,500.0,28.0,10.9,2.4,1015.7
2016,10,8,9,6.0,400.0,34.0,12.1,2.6,1016.4
2016,10,8,10,9.0,300.0,40.0,13.1,1.6,1016.2
2016,10,8,11,4.0,300.0,40.0,14.1,3.8,1016.0
2016,10,8,12,4.0,300.0,49.0,15.3,3.2,1015.3
2016,10,8,13,11.0,300.0,54.0,16.4,2.1,1014.4
2016,10,8,14,13.0,300.0,56.0,16.8,3.3,1013.7
2016,10,8,15,10.0,300.0,57.0,17.5,3.2,1013.5
2016,10,8,16,12.0,300.0,57.0,17.3,2.9,1013.9
2016,10,8,17,13.0,300.0,54.0,16.1,1.9,1014.1
2016,10,8,18,10.0,400.0,43.0,12.4,1.1,1014.5
2016,10,8,19,25.0,800.0,17.0,8.9,0.7,1015.2
2016,10,8,20,40.0,1100.0,11.0,7.0,1.0,1015.9
2016,10,8,21,38.0,900.0,5.0,6.9,1.1,1016.2
2016,10,8,22,28.0,700.0,7.0,6.6,0.8,1016.5
2016,10,8,23,32.0,600.0,4.0,7.1,0.7,1017.2
2016,10,9,0,17.0,600.0,3.0,5.6,0.3,1017.2
2016,10,9,1,23.0,700.0,2.0,4.8,0.6,1016.8
2016,10,9,2,20.0,500.0,2.0,4.5,0.5,1016.7
2016,10,9,3,20.0,500.0,2.0,4.5,0.4,1016.7
2016,10,9,4,17.0,400.0,2.0,4.3,0.5,1017.1
2016,10,9,5,21.0,500.0,2.0,4.8,1.1,1016.9
2016,10,9,6,20.0,700.0,2.0,5.4,0.8,1017.1
2016,10,9,7,19.0,700.0,2.0,5.9,1.0,1017.1
2016,10,9,8,17.0,600.0,4.0,7.7,1.8,1017.5
2016,10,9,9,15.0,500.0,6.0,8.9,1.1,1017.5
2016,10,9,10,17.0,500.0,11.0,10.8,1.9,1017.3
2016,10,9,11,23.0,500.0,16.0,11.9,1.4,1016.8
2016,10,9,12,32.0,600.0,17.0,13.9,1.1,1016.2
2016,10,9,13,42.0,700.0,16.0,15.6,1.3,1014.7
2016,10,9,14,39.0,600.0,24.0,16.2,2.4,1013.8
2016,10,9,15,28.0,500.0,37.0,17.0,3.1,1013.2
2016,10,9,16,26.0,400.0,43.0,16.8,3.2,1012.6
2016,10,9,17,23.0,400.0,39.0,15.6,2.3,1012.6
2016,10,9,18,33.0,600.0,26.0,13.7,1.6,1012.7
2016,10,9,19,47.0,600.0,12.0,10.8,0.8,1012.9
2016,10,9,20,73.0,900.0,4.0,8.6,0.9,1013.1
2016,10,9,21,69.0,1000.0,3.0,7.7,0.8,1013.2
2016,10,9,22,63.0,900.0,3.0,7.2,0.6,1013.2
2016,10,9,23,66.0,1200.0,3.0,6.6,0.5,1013.2
2016,10,10,0,51.0,1000.0,3.0,6.0,0.9,1012.9
2016,10,10,1,44.0,800.0,2.0,5.9,0.5,1012.8
2016,10,10,2,41.0,600.0,3.0,5.7,0.6,1012.6
2016,10,10,3,40.0,800.0,2.0,5.1,0.8,1012.3
2016,10,10,4,42.0,800.0,2.0,5.1,0.5,1012.4
2016,10,10,5,40.0,800.0,5.0,4.9,0.5,1012.3
2016,10,10,6,40.0,800.0,3.0,4.9,0.2,1012.1
2016,10,10,7,45.0,900.0,3.0,5.3,0.3,1012.2
2016,10,10,8,42.0,1000.0,5.0,7.6,0.3,1012.5
2016,10,10,9,51.0,900.0,10.0,10.9,1.5,1012.5
2016,10,10,10,60.0,900.0,14.0,12.9,1.6,1012.0
2016,10,10,11,67.0,900.0,23.0,14.9,1.5,1011.4
2016,10,10,12,88.0,1000.0,22.0,15.9,1.2,1010.3
2016,10,10,13,102.0,1100.0,26.0,17.4,1.1,1009.0
2016,10,10,14,103.0,1000.0,41.0,17.8,2.4,1008.1
2016,10,10,15,122.0,1100.0,58.0,18.3,1.9,1007.6
2016,10,10,16,124.0,1000.0,55.0,17.9,2.2,1007.3
2016,10,10,17,126.0,1100.0,42.0,16.9,1.8,1007.4
2016,10,10,18,131.0,1200.0,11.0,13.7,0.8,1007.7
2016,10,10,19,156.0,2000.0,6.0,11.9,0.9,1008.1
2016,10,10,20,164.0,2000.0,8.0,10.7,0.5,1008.7
2016,10,10,21,166.0,1900.0,6.0,10.0,0.5,1009.1
2016,10,10,22,151.0,1400.0,10.0,9.6,0.7,1009.8
2016,10,10,23,145.0,1300.0,6.0,9.6,1.0,1010.4
2016,10,11,0,150.0,1200.0,10.0,9.1,0.6,1010.6
2016,10,11,1,145.0,1300.0,6.0,9.1,1.5,1010.8
2016,10,11,2,138.0,1100.0,4.0,8.5,0.7,1010.7
2016,10,11,3,136.0,1100.0,2.0,7.5,0.8,1010.6
2016,10,11,4,135.0,1200.0,3.0,7.7,0.2,1011.0
2016,10,11,5,107.0,1200.0,2.0,7.4,0.7,1011.8
2016,10,11,6,101.0,1100.0,2.0,6.9,0.5,1012.5
2016,10,11,7,116.0,1600.0,2.0,7.5,0.5,1013.4
2016,10,11,8,127.0,1500.0,3.0,11.4,1.8,1014.2
2016,10,11,9,75.0,1100.0,9.0,16.4,4.3,1014.9
2016,10,11,10,32.0,700.0,20.0,18.4,3.1,1015.2
2016,10,11,11,48.0,800.0,21.0,19.1,2.6,1014.9
2016,10,11,12,53.0,700.0,36.0,19.8,2.8,1014.2
2016,10,11,13,84.0,1200.0,55.0,20.2,2.9,1013.5
2016,10,11,14,137.0,1900.0,63.0,19.7,2.4,1013.3
2016,10,11,15,149.0,2200.0,62.0,19.0,2.9,1013.1
2016,10,11,16,146.0,2000.0,66.0,18.4,2.4,1013.4
2016,10,11,17,150.0,1900.0,59.0,17.2,1.6,1013.9
2016,10,11,18,150.0,1700.0,44.0,15.0,0.9,1014.6
2016,10,11,19,188.0,2000.0,6.0,13.3,1.1,1015.2
2016,10,11,20,170.0,1900.0,2.0,12.6,0.2,1016.1
2016,10,11,21,138.0,1600.0,2.0,12.5,0.4,1016.9
2016,10,11,22,96.0,1200.0,2.0,14.1,1.5,1017.4
2016,10,11,23,55.0,1000.0,2.0,14.1,2.0,1017.7
2016,10,12,0,56.0,1200.0,2.0,13.9,1.0,1017.8
2016,10,12,1,56.0,1100.0,2.0,13.7,1.4,1017.8
2016,10,12,2,57.0,1000.0,2.0,13.4,0.9,1017.7
2016,10,12,3,51.0,1000.0,2.0,13.3,0.6,1017.7
2016,10,12,4,50.0,900.0,2.0,12.9,1.0,1017.8
2016,10,12,5,49.0,900.0,2.0,12.4,0.6,1018.0
2016,10,12,6,51.0,1000.0,2.0,12.5,0.9,1018.1
2016,10,12,7,51.0,1100.0,2.0,12.4,1.2,1018.6
2016,10,12,8,52.0,1100.0,2.0,12.7,1.1,1019.0
2016,10,12,9,59.0,1100.0,2.0,13.0,1.5,1019.6
2016,10,12,10,65.0,1100.0,3.0,13.2,1.3,1019.3
2016,10,12,11,70.0,1200.0,5.0,13.9,1.2,1018.7
2016,10,12,12,81.0,1300.0,7.0,15.0,0.8,1017.9
2016,10,12,13,89.0,1300.0,9.0,16.2,1.3,1016.6
2016,10,12,14,93.0,1200.0,22.0,16.7,0.8,1015.4
2016,10,12,15,113.0,1000.0,79.0,17.8,1.6,1014.4
2016,10,12,16,118.0,1000.0,78.0,17.9,2.2,1014.0
2016,10,12,17,93.0,1000.0,63.0,17.0,1.3,1013.6
2016,10,12,18,93.0,1000.0,49.0,14.8,0.9,1013.6
2016,10,12,19,112.0,1300.0,17.0,13.3,1.0,1013.8
2016,10,12,20,115.0,1300.0,6.0,12.8,0.6,1014.0
2016,10,12,21,129.0,1400.0,3.0,13.3,0.9,1014.2
2016,10,12,22,134.0,1700.0,3.0,13.9,1.0,1014.2
2016,10,12,23,135.0,1500.0,2.0,12.8,0.1,1014.1
2016,10,13,0,127.0,1500.0,2.0,11.6,0.7,1013.6
2016,10,13,1,123.0,1200.0,4.0,10.7,0.7,1013.3
2016,10,13,2,121.0,1000.0,5.0,10.0,0.8,1012.9
2016,10,13,3,142.0,1000.0,11.0,9.8,0.5,1012.6
2016,10,13,4,124.0,1000.0,13.0,9.4,0.6,1012.5
2016,10,13,5,114.0,1200.0,11.0,9.3,0.5,1012.7
2016,10,13,6,117.0,1100.0,15.0,9.0,0.4,1013.0
2016,10,13,7,113.0,1300.0,8.0,9.4,0.8,1013.3
2016,10,13,8,119.0,1300.0,8.0,11.4,0.5,1013.5
2016,10,13,9,123.0,1200.0,13.0,13.3,0.6,1013.8
2016,10,13,10,137.0,1400.0,15.0,16.0,1.3,1013.3
2016,10,13,11,138.75,1300.0,41.0,17.9,1.9,1013.1
2016,10,13,12,140.5,1200.0,68.0,18.9,1.0,1012.4
2016,10,13,13,142.25,1100.0,95.0,20.5,1.8,1011.3
2016,10,13,14,144.0,1100.0,106.0,21.0,1.0,1010.5
2016,10,13,15,151.0,1200.0,99.0,21.3,1.8,1009.9
2016,10,13,16,162.0,1200.0,104.0,20.9,1.6,1009.8
2016,10,13,17,174.0,1400.0,113.0,19.1,1.5,1009.8
2016,10,13,18,193.0,1500.0,75.0,17.9,1.4,1010.0
2016,10,13,19,219.0,1700.0,43.0,15.5,0.7,1010.6
2016,10,13,20,245.0,2200.0,10.0,14.2,0.6,1010.9
2016,10,13,21,246.0,2500.0,5.0,13.8,0.8,1011.2
2016,10,13,22,241.0,2400.0,5.0,13.6,0.6,1011.5
2016,10,13,23,218.0,2200.0,3.0,13.3,0.7,1011.8
2016,10,14,0,207.0,2300.0,3.0,12.5,0.5,1011.8
2016,10,14,1,190.0,1800.0,2.0,12.1,0.5,1011.8
2016,10,14,2,178.0,1600.0,2.0,11.6,0.8,1011.9
2016,10,14,3,182.0,1700.0,2.0,12.0,0.7,1012.0
2016,10,14,4,239.0,1600.0,2.0,11.9,0.8,1012.0
2016,10,14,5,181.0,1600.0,2.0,11.3,0.2,1012.2
2016,10,14,6,172.0,1500.0,2.0,11.1,0.3,1012.6
2016,10,14,7,160.0,1800.0,3.0,11.1,0.2,1013.2
2016,10,14,8,151.0,1500.0,4.0,12.5,0.6,1013.9
2016,10,14,9,161.0,1400.0,7.0,14.5,0.6,1014.5
2016,10,14,10,223.0,1600.0,21.0,16.4,0.9,1014.5
2016,10,14,11,294.0,1800.0,47.0,19.0,1.1,1014.2
2016,10,14,12,307.0,1900.0,61.0,19.8,1.3,1013.7
2016,10,14,13,335.0,2100.0,45.0,20.9,1.9,1013.0
2016,10,14,14,361.0,2000.0,62.0,21.1,2.2,1012.2
2016,10,14,15,357.0,1900.0,80.0,20.8,2.6,1012.1
2016,10,14,16,344.0,1800.0,104.0,20.5,1.0,1012.2
2016,10,14,17,315.0,1800.0,89.0,18.8,0.7,1012.2
2016,10,14,18,312.0,2300.0,49.0,16.7,0.8,1012.6
2016,10,14,19,349.0,3100.0,13.0,15.3,0.9,1013.1
2016,10,14,20,362.0,3200.0,6.0,15.2,0.8,1013.7
2016,10,14,21,378.0,2600.0,5.0,14.4,0.2,1014.4
2016,10,14,22,363.0,2500.0,5.0,13.6,0.7,1014.6
2016,10,14,23,341.0,2600.0,3.0,13.1,0.5,1014.9
2016,10,15,0,314.0,2500.0,3.0,12.4,0.7,1015.0
2016,10,15,1,290.0,2200.0,3.0,12.2,1.0,1014.9
2016,10,15,2,277.0,2300.0,2.0,11.9,0.5,1015.0
2016,10,15,3,246.0,1600.0,2.0,11.6,0.2,1015.0
2016,10,15,4,230.0,1400.0,3.0,10.9,0.3,1014.8
2016,10,15,5,218.0,1700.0,2.0,10.6,0.4,1014.9
2016,10,15,6,226.0,2100.0,2.0,10.6,0.8,1015.1
2016,10,15,7,215.5,2050.0,2.5,12.3,0.4,1015.3
2016,10,15,8,205.0,2000.0,3.0,13.2,0.6,1015.6
2016,10,15,9,238.0,1900.0,3.0,13.9,0.7,1016.0
2016,10,15,10,249.0,1800.0,3.0,14.5,0.5,1016.1
2016,10,15,11,252.0,1900.0,3.0,14.7,0.7,1016.1
2016,10,15,12,254.0,1800.0,5.0,15.5,1.9,1015.1
2016,10,15,13,239.0,1700.0,6.0,16.0,1.2,1014.7
2016,10,15,14,231.0,1700.0,6.0,16.2,1.5,1013.7
2016,10,15,15,218.0,1700.0,5.0,16.5,1.0,1013.4
2016,10,15,16,202.0,1500.0,6.0,16.2,0.8,1013.5
2016,10,15,17,186.0,1600.0,4.0,15.6,0.8,1013.5
2016,10,15,18,205.0,1800.0,3.0,15.0,0.2,1013.5
2016,10,15,19,241.0,2000.0,3.0,14.9,0.8,1013.9
2016,10,15,20,255.0,2000.0,3.0,14.8,1.1,1014.3
2016,10,15,21,255.0,2300.0,3.0,14.7,0.5,1014.5
2016,10,15,22,248.0,2300.0,2.0,14.6,0.2,1014.6
2016,10,15,23,226.0,2100.0,3.0,14.8,1.1,1014.4
2016,10,16,0,191.0,1600.0,2.0,15.0,1.5,1013.9
2016,10,16,1,167.0,1400.0,2.0,14.8,2.0,1013.3
2016,10,16,2,158.0,1200.0,2.0,14.6,1.4,1013.1
2016,10,16,3,145.0,1100.0,2.0,14.4,1.4,1012.5
2016,10,16,4,140.0,1000.0,2.0,14.2,1.5,1012.3
2016,10,16,5,132.0,1000.0,2.0,14.1,1.1,1012.0
2016,10,16,6,128.0,1000.0,2.0,14.1,1.2,1012.1
2016,10,16,7,131.0,1000.0,2.0,14.2,1.1,1011.9
2016,10,16,8,139.0,1000.0,3.0,14.5,1.5,1012.2
2016,10,16,9,153.0,1000.0,3.0,14.9,1.2,1012.6
2016,10,16,10,167.0,1000.0,5.0,15.6,2.0,1012.3
2016,10,16,11,150.0,900.0,14.0,16.0,2.1,1011.2
2016,10,16,12,124.0,800.0,32.0,17.5,2.4,1010.4
2016,10,16,13,118.0,700.0,48.0,19.0,2.6,1009.4
2016,10,16,14,95.0,700.0,52.0,18.8,2.7,1008.4
2016,10,16,15,79.0,600.0,59.0,19.5,3.1,1008.2
2016,10,16,16,75.0,600.0,61.0,19.3,2.3,1008.0
2016,10,16,17,74.0,600.0,54.0,18.4,1.5,1007.9
2016,10,16,18,78.0,700.0,46.0,17.3,1.6,1008.0
2016,10,16,19,93.0,900.0,34.0,15.8,0.6,1008.7
2016,10,16,20,109.0,1000.0,22.0,15.0,1.0,1009.3
2016,10,16,21,117.0,1100.0,7.0,14.2,0.8,1009.8
2016,10,16,22,120.0,1400.0,3.0,13.0,0.6,1010.5
2016,10,16,23,116.0,1200.0,2.0,12.6,1.4,1011.0
2016,10,17,0,120.0,1200.0,2.0,11.7,0.3,1011.4
